证券代码,股票代码,证券名称,公司中文名称,公司英文名称,股票种类,是否上市
000688.SZ,688,国城矿业,国城矿业股份有限公司,"Guocheng Mining Co.,LTD",A股,上市
000690.SZ,690,宝新能源,广东宝丽华新能源股份有限公司,"GUANGDONG BAOLIHUA NEW ENERGY STOCK CO.,LTD.",A股,上市
000691.SZ,691,亚太实业,甘肃亚太实业发展股份有限公司,"GANSU YATAI INDUSTRIAL DEVELOPENT CO., LTD.",A股,上市
000692.SZ,692,惠天热电,沈阳惠天热电股份有限公司,"Shenyang Huitian Thermal Power Co.,Ltd.",A股,上市
000695.SZ,695,滨海能源,天津滨海能源发展股份有限公司,"Tianjin Binhai Energy & Development Co.,Ltd",A股,上市
000697.SZ,697,炼石航空,炼石航空科技股份有限公司,"Ligeance Aerospace Technology Co.,Ltd.",A股,上市
000698.SZ,698,沈阳化工,沈阳化工股份有限公司,Shenyang Chemical Group Co.Ltd.,A股,上市
000700.SZ,700,模塑科技,江南模塑科技股份有限公司,"Jiangnan Mould & Plastic Technology Co.,Ltd.",A股,上市
000701.SZ,701,厦门信达,厦门信达股份有限公司,Xiamen Xindeco Ltd.,A股,上市
000702.SZ,702,正虹科技,湖南正虹科技发展股份有限公司,"Hunan Zhenghong Science and Technology Develop Co.,Ltd.",A股,上市
000703.SZ,703,恒逸石化,恒逸石化股份有限公司,"Hengyi Petrochemical Co.,Ltd",A股,上市
000705.SZ,705,浙江震元,浙江震元股份有限公司,"Zhejiang Zhenyuan Share Co.,Ltd.",A股,上市
000707.SZ,707,双环科技,湖北双环科技股份有限公司,"Hubei Shuanghuan Science and Technology Stock Co.,Ltd.",A股,上市
000708.SZ,708,中信特钢,中信泰富特钢集团股份有限公司,"Citic Pacific Special Steel Group Co., Ltd",A股,上市
000709.SZ,709,河钢股份,河钢股份有限公司,HBIS Company Limited,A股,上市
000710.SZ,710,贝瑞基因,成都市贝瑞和康基因技术股份有限公司,"Berry Genomics Co.,Ltd",A股,上市
000711.SZ,711,京蓝科技,京蓝科技股份有限公司,"Kingland Technology Co.,Ltd.",A股,上市
000712.SZ,712,锦龙股份,广东锦龙发展股份有限公司,Guangdong Golden Dragon Development Inc.,A股,上市
000713.SZ,713,丰乐种业,合肥丰乐种业股份有限公司,"Hefei Fengle Seed Co.,Ltd.",A股,上市
000715.SZ,715,中兴商业,中兴-沈阳商业大厦(集团)股份有限公司,"Zhongxing Shenyang Commercial Building Group Co.,Ltd.",A股,上市
000716.SZ,716,黑芝麻,南方黑芝麻集团股份有限公司,"NANFANG BLACK SESAME GROUP CO., LTD.",A股,上市
000717.SZ,717,韶钢松山,广东韶钢松山股份有限公司,"SGIS Songshan Co.,Ltd.",A股,上市
000718.SZ,718,苏宁环球,苏宁环球股份有限公司,"Suning Universal Co.,Ltd.",A股,上市
000719.SZ,719,中原传媒,中原大地传媒股份有限公司,"Central China Land Media Co.,Ltd.",A股,上市
000720.SZ,720,新能泰山,山东新能泰山发电股份有限公司,"Shandong Xinneng Taishan Power Generation Co.,Ltd.",A股,上市
000721.SZ,721,西安饮食,西安饮食股份有限公司,"Xi'An Catering Co., Ltd.",A股,上市
000722.SZ,722,湖南发展,湖南发展集团股份有限公司,"HUNAN DEVELOPMENT GROUP CO.,LTD",A股,上市
000723.SZ,723,美锦能源,山西美锦能源股份有限公司,"Shanxi Meijin Energy Co.,Ltd.",A股,上市
000725.SZ,725,京东方A,京东方科技集团股份有限公司,"Boe Technology Group Co., Ltd.",A股,上市
000726.SZ,726,鲁泰A,鲁泰纺织股份有限公司,"Luthai Textile Co.,Ltd.",A股,上市
000727.SZ,727,冠捷科技,冠捷电子科技股份有限公司,"TPV Technology Co., Ltd.",A股,上市
000728.SZ,728,国元证券,国元证券股份有限公司,Guoyuan Securities Company Limited,A股,上市
000729.SZ,729,燕京啤酒,北京燕京啤酒股份有限公司,"Beijing Yanjing Brewery Co.,Ltd.",A股,上市
000731.SZ,731,四川美丰,四川美丰化工股份有限公司,"Sichuan Meifeng Chemical Industry Co.,Ltd.",A股,上市
000732.SZ,732,ST泰禾,泰禾集团股份有限公司,"TAHOE GROUP CO., LTD.",A股,上市
000733.SZ,733,振华科技,中国振华(集团)科技股份有限公司,"China Zhenhua (Group) Science & Technology Co.,Ltd.",A股,上市
000735.SZ,735,罗牛山,罗牛山股份有限公司,"Luoniushan Co., Ltd.",A股,上市
000736.SZ,736,中交地产,中交地产股份有限公司,CCCG Real Estate Corporation Limited,A股,上市
000737.SZ,737,北方铜业,北方铜业(山西)股份有限公司,"NORTH COPPER (SHANXI) CO.,LTD",A股,上市
000738.SZ,738,航发控制,中国航发动力控制股份有限公司,"Aecc Aero-Engine Control Co.,Ltd.",A股,上市
000739.SZ,739,普洛药业,普洛药业股份有限公司,"Apeloa Pharmaceutical Co.,Ltd",A股,上市
000750.SZ,750,国海证券,国海证券股份有限公司,"Sealand Securities Co.,Ltd.",A股,上市
000751.SZ,751,锌业股份,葫芦岛锌业股份有限公司,"Huludao Zinc Industry Co.,Ltd.",A股,上市
000752.SZ,752,*ST西发,西藏发展股份有限公司,"TIBET DEVELOPMENT CO.,LTD.",A股,上市
000753.SZ,753,漳州发展,福建漳州发展股份有限公司,"Fujian Zhangzhou Development Co.,Ltd.",A股,上市
000755.SZ,755,山西路桥,山西路桥股份有限公司,"Shanxi Road&Bridge Co.,Ltd.",A股,上市
000756.SZ,756,新华制药,山东新华制药股份有限公司,Shandong Xinhua Pharmaceutical Company Limited,A股,上市
000757.SZ,757,浩物股份,四川浩物机电股份有限公司,"Sichuan Haowu Electromechanical Co., Ltd.",A股,上市
000758.SZ,758,中色股份,中国有色金属建设股份有限公司,"China Nonferrous Metal Industry's Foreign Engineering and Construction Co.,Ltd.",A股,上市
000759.SZ,759,中百集团,中百控股集团股份有限公司,"ZHONGBAI HOLDINGS GROUP CO.,LTD",A股,上市
000761.SZ,761,本钢板材,本钢板材股份有限公司,"Bengang Steel Plates Co.,Ltd.",A股,上市
000762.SZ,762,西藏矿业,西藏矿业发展股份有限公司,"Tibet Mineral Development Co., Ltd.",A股,上市
000766.SZ,766,通化金马,通化金马药业集团股份有限公司,Tonghua Golden-Horse Pharmaceutical Industey Co.Ltd.,A股,上市
000767.SZ,767,晋控电力,晋能控股山西电力股份有限公司,"Jinneng Holding Shanxi Electric Power Co.,LTD.",A股,上市
000768.SZ,768,中航西飞,中航西安飞机工业集团股份有限公司,AVIC XI’ AN AIRCRAFT INDUSTRY GROUP COMPANY LTD.,A股,上市
000776.SZ,776,广发证券,广发证券股份有限公司,"GF Securities Co., Ltd.",A股,上市
000777.SZ,777,中核科技,中核苏阀科技实业股份有限公司,"SUFA Technology Industry Co.,Ltd.CNNC",A股,上市
000778.SZ,778,新兴铸管,新兴铸管股份有限公司,"Xinxing Ductile Iron Pipes Co.,Ltd.",A股,上市
000779.SZ,779,甘咨询,甘肃工程咨询集团股份有限公司,"Gansu Engineering Consulting Group Co., Ltd.",A股,上市
000782.SZ,782,美达股份,广东新会美达锦纶股份有限公司,"GUANGDONG XINHUI MEIDA NYLON CO., LTD.",A股,上市
000783.SZ,783,长江证券,长江证券股份有限公司,Changjiang Securities Company Limited,A股,上市
000785.SZ,785,居然之家,居然之家新零售集团股份有限公司,Easyhome New Retail Group Corporation Limited,A股,上市
000786.SZ,786,北新建材,北新集团建材股份有限公司,Beijing New Building Materials Public Limited Company,A股,上市
000788.SZ,788,北大医药,北大医药股份有限公司,"PKU HealthCare Corp., Ltd.",A股,上市
000789.SZ,789,万年青,江西万年青水泥股份有限公司,"Jiangxi Wannianqing Cement Co.,Ltd.",A股,上市
000790.SZ,790,华神科技,成都华神科技集团股份有限公司,"Chengdu huasun technology group Inc., LTD.",A股,上市
000791.SZ,791,甘肃电投,甘肃电投能源发展股份有限公司,"Gepic Energy Development Co., Ltd.",A股,上市
000792.SZ,792,盐湖股份,青海盐湖工业股份有限公司,"Qinghai Salt Lake Industry Co., Ltd.",A股,上市
000793.SZ,793,华闻集团,华闻传媒投资集团股份有限公司,Huawen Media Group,A股,上市
000795.SZ,795,英洛华,英洛华科技股份有限公司,"Innuovo Technology Co.,Ltd.",A股,上市
000796.SZ,796,ST凯撒,凯撒同盛发展股份有限公司,"CAISSA TOSUN DEVELOPMENT CO.,LTD.",A股,上市
000797.SZ,797,中国武夷,中国武夷实业股份有限公司,"China Wuyi Co.,Ltd.",A股,上市
000798.SZ,798,中水渔业,中水集团远洋股份有限公司,"CNFC OVERSEAS FISHERIES CO.,LTD",A股,上市
000799.SZ,799,酒鬼酒,酒鬼酒股份有限公司,"Jiugui Liquor Co.,Ltd.",A股,上市
000800.SZ,800,一汽解放,一汽解放集团股份有限公司,"FAW Jiefang Group Co., Ltd",A股,上市
000801.SZ,801,四川九洲,四川九洲电器股份有限公司,"Sichuan Jiuzhou Electronic Co. , Ltd.",A股,上市
000802.SZ,802,ST北文,北京京西文化旅游股份有限公司,"BeiJing Jingxi Culture&Tourism Co., Ltd.",A股,上市
000803.SZ,803,北清环能,北清环能集团股份有限公司,"BECE Legend Group CO.,LTD",A股,上市
000806.SZ,806,*ST银河,北海银河生物产业投资股份有限公司,"Galaxy Biomedical Investment Co.,Ltd.",A股,上市
000807.SZ,807,云铝股份,云南铝业股份有限公司,"Yunnan Aluminium Co.,Ltd.",A股,上市
000809.SZ,809,ST新城,铁岭新城投资控股(集团)股份有限公司,Tieling Newcity Investment Holding (Group) Limited,A股,上市
000810.SZ,810,创维数字,创维数字股份有限公司,"Skyworth Digital Co.,Ltd.",A股,上市
000811.SZ,811,冰轮环境,冰轮环境技术股份有限公司,"Moon Environment Technology Co.,Ltd.",A股,上市
000812.SZ,812,陕西金叶,陕西金叶科教集团股份有限公司,"Shaanxi Jinye Science Technology and Education Group Co.,Ltd.",A股,上市
000813.SZ,813,德展健康,德展大健康股份有限公司,Dezhan Healthcare Company Limited,A股,上市
000815.SZ,815,美利云,中冶美利云产业投资股份有限公司,"Mcc Meili Cloud Computing Industry Investment Co.,Ltd.",A股,上市
000816.SZ,816,智慧农业,江苏农华智慧农业科技股份有限公司,"Jiangsu Nonghua Intelligent Agriculture Technology CO.,Ltd.",A股,上市
000818.SZ,818,航锦科技,航锦科技股份有限公司,"HANGJIN TECHNOLOGY CO.,LTD",A股,上市
000819.SZ,819,岳阳兴长,岳阳兴长石化股份有限公司,"Yueyang Xingchang Petro-Chemical Co.,Ltd.",A股,上市
000820.SZ,820,*ST节能,神雾节能股份有限公司,"Shenwu Energy Saving Co., Ltd.",A股,上市
000821.SZ,821,京山轻机,湖北京山轻工机械股份有限公司,"J.S. Corrugating Machinery Co., Ltd",A股,上市
000822.SZ,822,山东海化,山东海化股份有限公司,"SHANDONG HAIHUA CO.,LTD",A股,上市
000823.SZ,823,超声电子,广东汕头超声电子股份有限公司,"Guangdong Goworld Co.,Ltd.",A股,上市
000825.SZ,825,太钢不锈,山西太钢不锈钢股份有限公司,"Shanxi Taigang Stainless Steel Co.,Ltd.",A股,上市
000826.SZ,826,启迪环境,启迪环境科技发展股份有限公司,"TUS ENVIRONMENTAL SCIENCE AND TECHNOLOGY DEVELOPMENT Co., LTD.",A股,上市
000828.SZ,828,东莞控股,东莞发展控股股份有限公司,"Dongguan Development (Holdings) Co.,Ltd.",A股,上市
000829.SZ,829,天音控股,天音通信控股股份有限公司,"Telling Telecommunication Holding Co., Ltd.",A股,上市
000830.SZ,830,鲁西化工,鲁西化工集团股份有限公司,"Luxi Chemical Group Co.,Ltd.",A股,上市
000831.SZ,831,五矿稀土,五矿稀土股份有限公司,"China Minmetals Rare Earth Co., Ltd.",A股,上市
000833.SZ,833,粤桂股份,广西粤桂广业控股股份有限公司,"Guangxi Yuegui Guangye Holdings Co., Ltd.",A股,上市
000836.SZ,836,富通信息,天津富通信息科技股份有限公司,"Tianjin Futong Information Science&Technology Co.,Ltd.",A股,上市
000837.SZ,837,秦川机床,秦川机床工具集团股份公司,"Qinchuan Machine Tool & Tool Group Share Co., Ltd.",A股,上市
000838.SZ,838,财信发展,财信地产发展集团股份有限公司,"CASIN Real Estate Development Group Co.,Ltd.",A股,上市
000839.SZ,839,ST国安,中信国安信息产业股份有限公司,"CITIC Guoan Information Industry Co., Ltd.",A股,上市
000848.SZ,848,承德露露,承德露露股份公司,Cheng De LoLo Company Limited.,A股,上市
000850.SZ,850,华茂股份,安徽华茂纺织股份有限公司,AnHui HuaMao Textile Company Limited,A股,上市
000851.SZ,851,高鸿股份,大唐高鸿网络股份有限公司,"Gohigh Networks Co.,Ltd",A股,上市
000852.SZ,852,石化机械,中石化石油机械股份有限公司,Sinopec Oilfield Equipment Corporation,A股,上市
000856.SZ,856,冀东装备,唐山冀东装备工程股份有限公司,Tangshan Jidong Equipment and Engineering Co.Ltd,A股,上市
000858.SZ,858,五粮液,宜宾五粮液股份有限公司,"Wuliangye Yibin Co.,ltd.",A股,上市
000859.SZ,859,国风新材,安徽国风新材料股份有限公司,"Anhui Guofeng New Materials Co., Ltd.",A股,上市
000860.SZ,860,顺鑫农业,北京顺鑫农业股份有限公司,"Beijing Shunxin Agriculture Co.,Ltd.",A股,上市
000861.SZ,861,海印股份,广东海印集团股份有限公司,"Guangdong Highsun Group Co.,Ltd.",A股,上市
000862.SZ,862,银星能源,宁夏银星能源股份有限公司,"Ning Xia Yin Xing Energy Co.,Ltd.",A股,上市
000863.SZ,863,三湘印象,三湘印象股份有限公司,"Sanxiang Impression Co., Ltd.",A股,上市
000868.SZ,868,安凯客车,安徽安凯汽车股份有限公司,"ANHUI ANKAI AUTOMOBILE CO.,LTD.",A股,上市
000869.SZ,869,张裕A,烟台张裕葡萄酿酒股份有限公司,Yantai Changyu Pioneer Wine Company Limited,A股,上市
000875.SZ,875,吉电股份,吉林电力股份有限公司,"JILIN ELECTRIC POWER CO.,LTD.",A股,上市
000876.SZ,876,新希望,新希望六和股份有限公司,"New Hope Liuhe Co.,Ltd",A股,上市
000877.SZ,877,天山股份,新疆天山水泥股份有限公司,"Xinjiang Tianshan Cement Co.,Ltd.",A股,上市
000878.SZ,878,云南铜业,云南铜业股份有限公司,"Yunnan Copper Co.,Ltd.",A股,上市
000880.SZ,880,潍柴重机,潍柴重机股份有限公司,"Weichai Heavy Machinery Co., Ltd.",A股,上市
000881.SZ,881,中广核技,中广核核技术发展股份有限公司,"CGN Nuclear Technology Development Co., Ltd.",A股,上市
000882.SZ,882,华联股份,北京华联商厦股份有限公司,"Beijing Hualian Department Store Co.,Ltd.",A股,上市
000883.SZ,883,湖北能源,湖北能源集团股份有限公司,"Hubei Energy Group Co.,Ltd",A股,上市
000885.SZ,885,城发环境,城发环境股份有限公司,"City Development Environment CO.,Ltd.",A股,上市
000886.SZ,886,海南高速,海南高速公路股份有限公司,"Hainan Expressway Co.,Ltd.",A股,上市
000887.SZ,887,中鼎股份,安徽中鼎密封件股份有限公司,"Anhui Zhongding Sealing Parts Co.,Ltd.",A股,上市
000888.SZ,888,峨眉山A,峨眉山旅游股份有限公司,Emei Shan Tourism Company Limited,A股,上市
000889.SZ,889,ST中嘉,中嘉博创信息技术股份有限公司,"ZJBC Information Technology Co.,Ltd",A股,上市
000890.SZ,890,法尔胜,江苏法尔胜股份有限公司,Jiangsu Fasten Company Limited,A股,上市
000892.SZ,892,欢瑞世纪,欢瑞世纪联合股份有限公司,H&R CENTURY UNION CORPORATION,A股,上市
000893.SZ,893,亚钾国际,亚钾国际投资(广州)股份有限公司,"Asia-Potash International Investment (Guangzhou) Co., Ltd.",A股,上市
000895.SZ,895,双汇发展,河南双汇投资发展股份有限公司,"Henan Shuanghui Investment & Development Co.,Ltd.",A股,上市
000897.SZ,897,津滨发展,天津津滨发展股份有限公司,"Tianjin Jinbin Development Co.,Ltd.",A股,上市
000898.SZ,898,鞍钢股份,鞍钢股份有限公司,Angang Steel Company Limited,A股,上市
000899.SZ,899,赣能股份,江西赣能股份有限公司,"Jiangxi Ganneng Co.,Ltd.",A股,上市
000900.SZ,900,现代投资,现代投资股份有限公司,"Xiandai Investment Co.,Ltd.",A股,上市
000901.SZ,901,航天科技,航天科技控股集团股份有限公司,"Aerospace Hi-Tech Holding Group Co.,Ltd.",A股,上市
000902.SZ,902,新洋丰,新洋丰农业科技股份有限公司,"Xinyangfeng Agricultural Technology Co., Ltd.",A股,上市
000903.SZ,903,云内动力,昆明云内动力股份有限公司,"KUNMING YUNNEI POWER CO.,LTD.",A股,上市
000905.SZ,905,厦门港务,厦门港务发展股份有限公司,"Xiamen Port Development Co.,Ltd.",A股,上市
000906.SZ,906,浙商中拓,浙商中拓集团股份有限公司,"Zheshang Development Group Co.,Ltd.",A股,上市
000908.SZ,908,景峰医药,湖南景峰医药股份有限公司,"Hunan Jingfeng Pharmaceutical Co.,Ltd.",A股,上市
000909.SZ,909,数源科技,数源科技股份有限公司,"Soyea Technology Co.,Ltd.",A股,上市
000910.SZ,910,大亚圣象,大亚圣象家居股份有限公司,"Dare Power Dekor Home Co.,Ltd.",A股,上市
000911.SZ,911,南宁糖业,南宁糖业股份有限公司,"Nanning Sugar Industry Co.,Ltd.",A股,上市
000912.SZ,912,泸天化,四川泸天化股份有限公司,SICHUAN LUTIANHUA COMPANY LIMITED,A股,上市
000913.SZ,913,钱江摩托,浙江钱江摩托股份有限公司,"Zhejiang Qianjiang Motorcycle Co.,Ltd.",A股,上市
000915.SZ,915,华特达因,山东华特达因健康股份有限公司,"SHANDONG WIT DYNE HEALTH CO.,LTD",A股,上市
000917.SZ,917,电广传媒,湖南电广传媒股份有限公司,"Hunan Tv & Broadcast Intermediary Co., Ltd",A股,上市
000918.SZ,918,嘉凯城,嘉凯城集团股份有限公司,"China Calxon Group Co., Ltd.",A股,上市
000919.SZ,919,金陵药业,金陵药业股份有限公司,Jinling Pharmaceutical Company Limited,A股,上市
000920.SZ,920,沃顿科技,沃顿科技股份有限公司,"Vontron Technology Co., Ltd.",A股,上市
000921.SZ,921,海信家电,海信家电集团股份有限公司,"Hisense Home Appliances Group Co.,Ltd.",A股,上市
000922.SZ,922,佳电股份,哈尔滨电气集团佳木斯电机股份有限公司,"Harbin Electric Corporation Jiamusi Electric Machine Co.,Ltd.",A股,上市
000923.SZ,923,河钢资源,河钢资源股份有限公司,"HBIS Resources Co.,Ltd.",A股,上市
000925.SZ,925,众合科技,浙江众合科技股份有限公司,"UniTTEC Co., Ltd.",A股,上市
000926.SZ,926,福星股份,湖北福星科技股份有限公司,"HuBei Fuxing Science and Technology Co.,Ltd.",A股,上市
000927.SZ,927,中国铁物,中国铁路物资股份有限公司,China Railway Materials Company Limited.,A股,上市
000928.SZ,928,中钢国际,中钢国际工程技术股份有限公司,"Sinosteel Engineering & Technology Co., Ltd.",A股,上市
