证券代码,股票代码,证券名称,公司中文名称,公司英文名称,股票种类,是否上市
900939.SH,900939,汇丽B,上海汇丽建材股份有限公司,"SHANGHAI HUILI BUILDING MATERIALS CO., LTD.",B股,上市
900940.SH,900940,大名城B,上海大名城企业股份有限公司,Greattown Holdings Ltd.,B股,上市
900941.SH,900941,东信B股,东方通信股份有限公司,"Eastern Communications Co.,Ltd.",B股,上市
900942.SH,900942,黄山B股,黄山旅游发展股份有限公司,"Huangshan Tourism Development Co.,Ltd.",B股,上市
900943.SH,900943,开开B股,上海开开实业股份有限公司,Shanghai Kaikai Industry Company Limited,B股,上市
900945.SH,900945,ST海航B,海南航空控股股份有限公司,"Hainan Airlines Holding Co.,Ltd.",B股,上市
900946.SH,900946,天雁B股,湖南天雁机械股份有限公司,"Hunan Tyen Machinery Co., Ltd",B股,上市
900947.SH,900947,振华B股,上海振华重工(集团)股份有限公司,"Shanghai Zhenhua Heavy Industries Co.,Ltd.",B股,上市
900948.SH,900948,伊泰B股,内蒙古伊泰煤炭股份有限公司,"Inner Mongolia Yitai Coal Co.,Ltd.",B股,上市
900952.SH,900952,锦港B股,锦州港股份有限公司,"Jinzhou Port Co.,Ltd.",B股,上市
900953.SH,900953,凯马B,恒天凯马股份有限公司,"Kama Co.,Ltd.",B股,上市
900955.SH,900955,*ST海创B,海航创新股份有限公司,"Hna Innovation Co.,Ltd.",B股,上市
900957.SH,900957,凌云B股,上海凌云实业发展股份有限公司,"Shanghai Lingyun Industries Development Co.,Ltd.",B股,上市
000003.SZ,3,PT金田A,金田实业(集团)股份有限公司,"Gintian Industry (Group) Co.,Ltd.",A股,已摘牌
000013.SZ,13,*ST石化A,深圳石化工业集团股份有限公司,"Shenzhen Petrochemical Industry (Group) Co.,Ltd.",A股,已摘牌
000015.SZ,15,PT中浩A,深圳中浩(集团)股份有限公司,Shenzhen Zhonghao (Group) Company Limited,A股,已摘牌
000018.SZ,18,神城A退,神州长城股份有限公司,"Sino Great Wall Co., Ltd.",A股,已摘牌
000024.SZ,24,招商地产,招商局地产控股股份有限公司,"China Merchants Property Development Co.,Ltd.",A股,已摘牌
000033.SZ,33,新都退,深圳鹍鹏控股股份有限公司,"Shenzhen Kunpeng Holding Co., Ltd",A股,已摘牌
000047.SZ,47,ST中侨,深圳市中侨发展股份有限公司,"Shenzhen Overglobe Development Co.,Ltd.",A股,已摘牌
000405.SZ,405,ST鑫光,珠海金马控股股份有限公司,"Zhuhai Kingma Holding Co.,Ltd",A股,已摘牌
000406.SZ,406,石油大明,中国石化胜利油田大明(集团)股份有限公司,"Sinopec Shengli Oil Field Dynamic Group Co.,Ltd.",A股,已摘牌
000412.SZ,412,ST五环,长春北方五环实业股份有限公司,"Changchun North China Wuhuan Co.,Ltd.",A股,已摘牌
000418.SZ,418,小天鹅A,无锡小天鹅股份有限公司,Wuxi Little Swan Company Limited,A股,已摘牌
000508.SZ,508,琼民源A,海南民源现代农业发展股份有限公司,"Hainan Minyuan Modern Agriculture Development Co.,Ltd.",A股,已摘牌
000511.SZ,511,烯碳退,银基烯碳新材料集团股份有限公司,"Ingenious Ene-Carbon New Materials Group Co.,Ltd",A股,已摘牌
000515.SZ,515,攀渝钛业,攀钢集团重庆钛业有限公司,"Chongqing Titanium Industry Co.,Ltd of Pangang Group",A股,已摘牌
000522.SZ,522,白云山A,广州白云山制药股份有限公司,"Guangzhou Baiyunshan Pharmaceutical Co.,Ltd.",A股,已摘牌
000527.SZ,527,美的电器,广东美的电器股份有限公司,"GD Midea Holding Co.,Ltd.",A股,已摘牌
000535.SZ,535,*ST猴王,猴王股份有限公司,"KMK Co.,Ltd.",A股,已摘牌
000542.SZ,542,TCL通讯,TCL通讯设备股份有限公司,"TCL Communication Equipment Co.,Ltd.",A股,已摘牌
000549.SZ,549,S湘火炬,湘火炬汽车集团股份有限公司,"Torch Automobile Group Co.,Ltd.",A股,已摘牌
000556.SZ,556,PT南洋,南洋航运集团股份有限公司,"Nanyang Shipping Group Stock Holding Co.,Ltd.",A股,已摘牌
000562.SZ,562,宏源证券,宏源证券股份有限公司,"Hong Yuan Securities Co.,Ltd.",A股,已摘牌
000569.SZ,569,长城股份,攀钢集团江油长城特殊钢有限公司,Pan Gang Group Sichuan Changcheng Special Steel Company Limited,A股,已摘牌
000578.SZ,578,盐湖集团,青海盐湖工业集团股份有限公司,"Qinghai Salt Lake Industry Group Co.,Ltd.",A股,已摘牌
000583.SZ,583,S*ST托普,四川托普软件投资股份有限公司,"Sichuan Topsoft Investment Co.,Ltd.",A股,已摘牌
000585.SZ,585,东电退,东北电气发展股份有限公司,Northeast Electric Development Company Limited,A股,已摘牌
000588.SZ,588,PT粤金曼,广东国晟高科技股份有限公司,"GUANGDONG GUOSHENG HIGH TECHNOLOGY CO.,LTD.",A股,已摘牌
000594.SZ,594,国恒退,天津国恒铁路控股股份有限公司,"Tianjin Good Hand Railway Holding Co.,Ltd.",A股,已摘牌
000602.SZ,602,金马集团,广东金马旅游集团股份有限公司,"Guangdong Golden Horse Tourism Group Stock Co.,Ltd.",A股,已摘牌
000618.SZ,618,吉林化工,吉林化学工业股份有限公司,Jilin Chemical Industrial Company Limited,A股,已摘牌
000621.SZ,621,*ST比特,比特科技控股股份有限公司,"Bit Technology Holding Co.,Ltd.",A股,已摘牌
000653.SZ,653,ST九州,福建九州集团股份有限公司,"Fujian Jiuzhou Group Co.,Ltd.",A股,已摘牌
000658.SZ,658,ST海洋,厦门海洋实业(集团)股份有限公司,"Xiamen Marine Industry (Group) Co., Ltd.",A股,已摘牌
000660.SZ,660,*ST南华,广州大通资源开发股份有限公司,"GUANGZHOU DATONG ROSOURSE DEVELOPMENT CO.,LTD",A股,已摘牌
000662.SZ,662,天夏退,天夏智慧城市科技股份有限公司,TEAMAX SMART CITY TECHNOLOGY CORPORATION LIMITED,A股,已摘牌
000675.SZ,675,ST银山,四川银山化工(集团)股份有限公司,"Sichuan Yinshan Chemical Industry (Group) Co.,Ltd.",A股,已摘牌
000687.SZ,687,华讯退,华讯方舟股份有限公司,"Huaxun Fangzhou Co., Ltd.",A股,已摘牌
000689.SZ,689,ST宏业,汕头宏业(集团)股份有限公司,"Shantou Hongye (Group) Co.,Ltd.",A股,已摘牌
000693.SZ,693,华泽退,成都华泽钴镍材料股份有限公司,"Chengdu Huaze Cobalt&nickel Material Co., Ltd",A股,已摘牌
000699.SZ,699,S*ST佳纸,佳木斯金地造纸股份有限公司,"Jiamusi Jindi Paper Co.,Ltd.",A股,已摘牌
000730.SZ,730,*ST环保,沈阳天创信息科技股份有限公司,"Tico Information Technology Co.,Ltd.",A股,已摘牌
000748.SZ,748,长城信息,长城信息产业股份有限公司,"GreatWall Information Industry Co.,Ltd.",A股,已摘牌
000760.SZ,760,斯太退,斯太尔动力股份有限公司,Steyr Motors Corp.,A股,已摘牌
000763.SZ,763,锦州石化,锦州石化股份有限公司,"Jinzhou Petrochemical Co.,Ltd.",A股,已摘牌
000765.SZ,765,*ST华信,汇绿生态科技集团股份有限公司,"Hui Lyu Ecological Technology Groups Co.,Ltd.",A股,已摘牌
000769.SZ,769,*ST大菲,博嘉信息科技股份有限公司,"BOJIA INFORMATION TECHNOLOGY CO.,LTD.",A股,已摘牌
000780.SZ,780,ST平能,内蒙古平庄能源股份有限公司,"Inner Mongolia PingZhuang Energy Resources Co.,Ltd.",A股,已摘牌
000787.SZ,787,*ST创智,天珑科技集团股份有限公司,"Tinno Technology Group Co., Ltd.",A股,已摘牌
000805.SZ,805,*ST炎黄,江苏高能时代在线股份有限公司,"Jiangsu Goral Times Online Co.,Ltd.",A股,已摘牌
000817.SZ,817,辽河油田,辽河金马油田股份有限公司,"Liaohe Jinma Oilfield Co.,Ltd.",A股,已摘牌
000827.SZ,827,*ST长兴,大连长兴实业股份有限公司,"Dalian Changxing Industry Co.,Ltd.",A股,已摘牌
000832.SZ,832,*ST龙涤,黑龙江龙涤股份有限公司,"Heilongjiang Longdi Co.,Ltd.",A股,已摘牌
000835.SZ,835,长动退,长城国际动漫游戏股份有限公司,"Great Wall International ACG Co., Ltd.",A股,已摘牌
000866.SZ,866,扬子石化,中国石化扬子石油化工股份有限公司,"Sinopec Yangzi Petrochemical Co.,Ltd.",A股,已摘牌
000916.SZ,916,华北高速,华北高速公路股份有限公司,"Huabei Expressway Co.,Ltd.",A股,已摘牌
000939.SZ,939,凯迪退,凯迪生态环境科技股份有限公司,"Kaidi Ecological And Environmental Technology Co.,Ltd.",A股,已摘牌
000956.SZ,956,中原油气,中国石化中原油气高新股份有限公司,"Sinopec Zhongyuan Petroleum Co.,Ltd.",A股,已摘牌
000979.SZ,979,中弘退,中弘控股股份有限公司,"Zhonghong Holding Co., Ltd.",A股,已摘牌
002018.SZ,2018,华信退,安徽华信国际控股股份有限公司,"CEFC Anhui International Holding Co.,Ltd.",A股,已摘牌
002070.SZ,2070,众和退,福建众和股份有限公司,"Zhonghe Co., Ltd.",A股,已摘牌
002071.SZ,2071,长城退,长城影视股份有限公司,"Great Wall Movie and Television Co.,Ltd.",A股,已摘牌
002143.SZ,2143,印纪退,印纪娱乐传媒股份有限公司,"Yinji Entertainment and Media Co., Ltd.",A股,已摘牌
002220.SZ,2220,天宝退,大连天宝绿色食品股份有限公司,"Dalian Tianbao Green Foods Co., Ltd.",A股,已摘牌
002260.SZ,2260,德奥退,德奥通用航空股份有限公司,"DEA General Aviation Holding Co.,Ltd.",A股,已摘牌
002359.SZ,2359,北讯退,北讯集团股份有限公司,"NORTHCOM GROUP CO., LTD.",A股,已摘牌
002450.SZ,2450,康得退,康得新复合材料集团股份有限公司,"Kangde Xin Composite Material Group Co.,Ltd.",A股,已摘牌
002477.SZ,2477,雏鹰退,雏鹰农牧集团股份有限公司,"Chuying Agro-Pastoral Group Co.,Ltd",A股,已摘牌
002509.SZ,2509,天茂退,天广中茂股份有限公司,"TianGuang ZhongMao Co.,Ltd.",A股,已摘牌
002604.SZ,2604,龙力退,山东龙力生物科技股份有限公司,"Shandong Longlive Bio-Technology Co., Ltd.",A股,已摘牌
002619.SZ,2619,*ST艾格,艾格拉斯股份有限公司,"Egls Co.,Ltd",A股,已摘牌
002680.SZ,2680,长生退,长生生物科技股份有限公司,"Changsheng Bio-technology Co., Ltd.",A股,已摘牌
002711.SZ,2711,欧浦退,欧浦智网股份有限公司,"Europol Intelligent Network Co.,Ltd.",A股,已摘牌
200002.SZ,200002,万科B,万科企业股份有限公司,"China Vanke Co.,Ltd.",B股,已摘牌
200003.SZ,200003,PT金田B,金田实业(集团)股份有限公司,"Gintian Industry (Group) Co.,Ltd.",B股,已摘牌
200013.SZ,200013,*ST石化B,深圳石化工业集团股份有限公司,"Shenzhen Petrochemical Industry (Group) Co.,Ltd.",B股,已摘牌
200015.SZ,200015,PT中浩B,深圳中浩(集团)股份有限公司,Shenzhen Zhonghao (Group) Company Limited,B股,已摘牌
200018.SZ,200018,神城B退,神州长城股份有限公司,"Sino Great Wall Co., Ltd.",B股,已摘牌
200024.SZ,200024,招商局B,招商局地产控股股份有限公司,"China Merchants Property Development Co.,Ltd.",B股,已摘牌
200039.SZ,200039,中集B,中国国际海运集装箱(集团)股份有限公司,"China International Marine Containers (Group) Co., Ltd.",B股,已摘牌
200041.SZ,200041,*ST本实B,深圳本鲁克斯实业股份有限公司,"Shenzhen Benelux Enterprise Co.,Ltd.",B股,已摘牌
200053.SZ,200053,深基地B,深圳赤湾石油基地股份有限公司,"Shenzhen Chiwan Petroleum Supply Base Co.,Ltd.",B股,已摘牌
200057.SZ,200057,*ST大洋B,深圳大洋海运股份有限公司,"Shenzhen Great Ocean Shipping Co.,Ltd.",B股,已摘牌
200160.SZ,200160,东沣B退,东沣科技集团股份有限公司,"DongfengSci-Tech Group CO.,LTD",B股,已摘牌
200168.SZ,200168,*ST舜喆B,广东舜喆(集团)股份有限公司,Guangdong Jadiete Holdings Group Company Limited.,B股,已摘牌
200418.SZ,200418,小天鹅B,无锡小天鹅股份有限公司,Wuxi Little Swan Company Limited,B股,已摘牌
200513.SZ,200513,丽珠B,丽珠医药集团股份有限公司,Livzon Pharmaceutical Group Inc.,B股,已摘牌
200770.SZ,200770,武锅B退,武汉锅炉股份有限公司,"WU HAN BOILER CO.,LTD",B股,已摘牌
200986.SZ,200986,粤华包B,佛山华新包装股份有限公司,"Foshan Huaxin Packaging Co.,Ltd.",B股,已摘牌
300028.SZ,300028,金亚退,金亚科技股份有限公司,"Geeya Technology Co., Ltd.",A股,已摘牌
300090.SZ,300090,盛运退,安徽盛运环保(集团)股份有限公司,"Anhui Shengyun Environment-Protection group Co., Ltd",A股,已摘牌
300104.SZ,300104,乐视退,乐视网信息技术(北京)股份有限公司,"Leshi Internet Information and Technology Corp.,Bei Jing",A股,已摘牌
300156.SZ,300156,神雾退,神雾环保技术股份有限公司,"Shenwu Environmental Technology CO.,LTD.",A股,已摘牌
300186.SZ,300186,大华农,广东大华农动物保健品股份有限公司,"Guangdong DaHuaNong Animal Health Products Co.,Ltd.",A股,已摘牌
300216.SZ,300216,千山退,湖南千山制药机械股份有限公司,"Hunan Chinasun Pharmaceutical Machinery Co., Ltd.",A股,已摘牌
300362.SZ,300362,天翔退,成都天翔环境股份有限公司,"CHENGDU TECHCENT ENVIRONMENT CO.,LTD",A股,已摘牌
300372.SZ,300372,欣泰退,丹东欣泰电气股份有限公司,"DanDong XinTai Electric CO., LTD",A股,已摘牌
300431.SZ,300431,暴风退,暴风集团股份有限公司,"Baofeng Group Co., Ltd.",A股,已摘牌
600001.SH,600001,邯郸钢铁,邯郸钢铁股份有限公司,"Handan Iron and Steel Co.,Ltd.",A股,已摘牌
600002.SH,600002,齐鲁石化,中国石化齐鲁股份有限公司,Sinopec Qilu Company Ltd.,A股,已摘牌
600003.SH,600003,ST东北高,东北高速公路股份有限公司,Northeast Expressway Company Ltd.,A股,已摘牌
600005.SH,600005,武钢股份,武汉钢铁股份有限公司,Wuhan Iron and Steel Company Limited,A股,已摘牌
600065.SH,600065,*ST联谊,黑龙江省海国龙油石化股份有限公司,Heilongjiang Province Haiguo Longyou Petro-chemical Co.Limited,A股,已摘牌
600068.SH,600068,葛洲坝,中国葛洲坝集团股份有限公司,China Gezhouba Group Company Limited,A股,已摘牌
600069.SH,600069,退市银鸽,河南银鸽实业投资股份有限公司,"Henan Yinge Industrial Investment Co.,Ltd.",A股,已摘牌
600074.SH,600074,退市保千,江苏保千里视像科技集团股份有限公司,"Jiangsu Protruly Vision Technology Group Co.,Ltd.",A股,已摘牌
600086.SH,600086,退市金钰,东方金钰股份有限公司,"Eastern Gold Jade Co., Ltd.",A股,已摘牌
600087.SH,600087,退市长油,招商局南京油运股份有限公司,Nanjing Tanker Corporation,A股,已摘牌
600092.SH,600092,S*ST精密,陕西精密合金股份有限公司,"Shaanxi Precision Alloy Co.,Ltd.",A股,已摘牌
600102.SH,600102,莱钢股份,莱芜钢铁股份有限公司,Laiwu Steel Corporation,A股,已摘牌
600145.SH,600145,退市新亿,新疆亿路万源实业控股股份有限公司,"Xinjiang Yilu Wanyuan Industrial Investment Holding Co., Ltd.",A股,已摘牌
600175.SH,600175,退市美都,美都能源股份有限公司,MeiDu Energy Corporation,A股,已摘牌
600181.SH,600181,S*ST云大,云大科技有限责任公司,"UNIDA Co.,Ltd.",A股,已摘牌
600205.SH,600205,S山东铝,山东铝业股份有限公司,"Shandong Aluminium Industry Co.,Ltd.",A股,已摘牌
600240.SH,600240,退市华业,北京华业资本控股股份有限公司,"Beijing Huaye Capital Holdings Co.,Ltd",A股,已摘牌
600247.SH,600247,*ST成城,吉林成城集团股份有限公司,"Jilin Chengcheng Group Co.,Ltd.",A股,已摘牌
600253.SH,600253,天方药业,河南天方药业股份有限公司,"Henan Topfond Pharmaceutical Co.,Ltd.",A股,已摘牌
600263.SH,600263,路桥建设,路桥集团国际建设股份有限公司,"ROAD & BRIDGE INTERNATIONAL CO.,LTD",A股,已摘牌
600270.SH,600270,外运发展,中外运空运发展股份有限公司,"Sinotrans Air Transportation Development Co.,Ltd.",A股,已摘牌
600286.SH,600286,S*ST国瓷,湖南国光瓷业集团股份有限公司,"Hunan Guoguang Ceramic Group Co.,Ltd.",A股,已摘牌
600291.SH,600291,退市西水,内蒙古西水创业股份有限公司,"Xishui Strong Year Co.,Ltd Inner Mongolia",A股,已摘牌
600296.SH,600296,S兰铝,兰州铝业股份有限公司,"Lanzhou Aluminium Co.,Ltd.",A股,已摘牌
600317.SH,600317,营口港,营口港务股份有限公司,"YINGKOU PORT LIABILITY CO.,LTD.",A股,已摘牌
600357.SH,600357,承德钒钛,承德新新钒钛股份有限公司,"Chengde Xinxin Vanadium and Titanium Co.,Ltd.",A股,已摘牌
600401.SH,600401,退市海润,海润光伏科技股份有限公司,"Hareon Solar Technology Co., Ltd.",A股,已摘牌
600432.SH,600432,退市吉恩,吉林吉恩镍业股份有限公司,"Ji Lin Ji En Nickel Industry Co., Ltd.",A股,已摘牌
600472.SH,600472,包头铝业,包头铝业股份有限公司,"Baotou Aluminium Co.,Ltd.",A股,已摘牌
600485.SH,600485,*ST信威,北京信威科技集团股份有限公司,"Beijing Xinwei Technology Group Co., Ltd.",A股,已摘牌
600553.SH,600553,太行水泥,河北太行水泥股份有限公司,"Hebei Taihang Cement Co.,Ltd.",A股,已摘牌
600591.SH,600591,*ST上航,上海航空股份有限公司,"Shanghai Airlines Co.,Ltd.",A股,已摘牌
600607.SH,600607,上实医药,上海实业医药投资股份有限公司,Shanghai Industrial Pharmaceutical Investment Co. Ltd.,A股,已摘牌
600614.SH,600614,退市鹏起,鹏起科技发展股份有限公司,"Pengqi Technology Development Co., Ltd.",A股,已摘牌
600625.SH,600625,PT水仙,上海水仙电器股份有限公司,"Shanghai Narcissus Electric Appliances Co.,Ltd.",A股,已摘牌
600627.SH,600627,上电股份,上海输配电股份有限公司,"Shanghai Power Transmission & Distribution Co.,Ltd.",A股,已摘牌
600631.SH,600631,百联股份,上海百联集团股份有限公司(注销),"Shanghai Bailian Group Co.,Ltd.",A股,已摘牌
600632.SH,600632,华联商厦,上海华联商厦股份有限公司,"Shanghai Hualian Co.,Ltd.",A股,已摘牌
